--[[ KHENGIE v10.2 EXTREME | 1000 layers | 3x multi-pass ]]
local Bijubesufefiyij=math.floor(math.abs(math.sin(972)*3086)) local Zivudopul=Bijubesufefiyij%5 if Zivudopul==2 then Riyiyudil=math.floor(math.abs(math.sin(436)*1525)) else Cuquyoxowojin=math.floor(math.tan(770)*1919)+0 end
local Suzugono=math.floor((math.sqrt(7834450)%5599)+4) local Lopuru=Suzugono%5 if Lopuru==4 then Ziyogag=math.floor((math.sqrt(5157523)%4543)+1) else Folejojoho=math.floor(math.tan(11)*260)+2 end
local Zaresavew=math.floor((math.sqrt(5687422316)%150831)+2) local Guketadogexemer=Zaresavew%4 if Guketadogexemer==3 then Vepacukibef=math.floor(math.tan(172)*4058)+3 else Fuciletatusalaw=math.floor((math.sqrt(13860810)%7447)+3) end
local Mafalufutuxave=math.floor(math.tan(123)*46242)+5 local Tofagiqifawugeye=Mafalufutuxave%4 if Tofagiqifawugeye==2 then Zodoja=math.floor(math.abs(math.cos(437)*4919)) else Jekumisocedonux=math.floor((math.sqrt(11148988)%6679)+2) end
local Qusete=math.floor(math.abs(math.sin(576)*91430)) local Tokonadewokeqiv=Qusete%4 if Tokonadewokeqiv==1 then Forowutiqita=math.floor((math.sqrt(2468092)%3143)+4) else Decowokosiyejiv=math.floor((math.sqrt(101787)%639)+0) end
local Lojidelukop=math.floor(math.tan(337)*89462)+0 local Midikuq=Lojidelukop%3 if Midikuq==2 then Zidevoniyehahixi=math.floor(math.tan(462)*733)+4 else Wigikatebal=math.floor(math.abs(math.sin(188)*2796)) end
local Paxose=math.floor(math.abs(math.cos(951)*8980)) local Nubavowo=Paxose%5 if Nubavowo==1 then Tijori=math.floor((math.sqrt(80096)%567)+0) else Mejugafemoxehe=math.floor(math.tan(935)*3654)+5 end
local Goluhe=math.floor(math.abs(math.cos(567)*87472)) local Hererocerim=Goluhe%3 if Hererocerim==0 then Wekazejapax=math.floor(math.tan(506)*2927)+1 else Fesuwejufaqun=math.floor(math.abs(math.cos(514)*1306)) end
local Fudehaxonesonugo=math.floor(math.abs(math.sin(943)*37901)) local Mayarivuga=Fudehaxonesonugo%2 if Mayarivuga==1 then Xamiqab=math.floor(math.tan(542)*3938)+1 else Limoquze=math.floor(math.abs(math.cos(119)*2425)) end
local Xubayodimifeno=math.floor((math.sqrt(7278649269)%170631)+0) local Tatumozixa=Xubayodimifeno%3 if Tatumozixa==1 then Xunopa=math.floor(math.abs(math.sin(717)*1602)) else Peneqanuk=math.floor((math.sqrt(7924295)%5631)+1) end
local Yofeqi=math.floor(math.abs(math.sin(775)*38454)) local Yubizazi=Yofeqi%4 if Yubizazi==1 then Ragotacuzu=math.floor(math.tan(894)*939)+0 else Wiridofata=math.floor((math.sqrt(316993)%1127)+2) end
local Pawucosipiqic=math.floor(math.abs(math.sin(474)*29606)) local Hisucufuw=Pawucosipiqic%3 if Hisucufuw==0 then Pakuniwoq=math.floor(math.abs(math.cos(310)*1129)) else Zebalepibezoweni=math.floor((math.sqrt(214446)%927)+3) end
local Simewusepoqoro=math.floor(math.abs(math.sin(184)*66458)) local Bucozevef=Simewusepoqoro%4 if Bucozevef==1 then Povisakovakucugi=math.floor(math.abs(math.cos(157)*2888)) else Fuwavitur=math.floor(math.tan(333)*2078)+3 end
local Hubuxole=math.floor(math.abs(math.sin(957)*55628)) local Dexilik=Hubuxole%4 if Dexilik==1 then Zuyobibehovovi=math.floor(math.tan(819)*145)+1 else Deyeludibideh=math.floor(math.tan(465)*730)+3 end
local Bonilagixucuvuqu=math.floor(math.tan(85)*64650)+3 local Xezuzopotij=Bonilagixucuvuqu%5 if Xezuzopotij==0 then Cesibo=math.floor((math.sqrt(104392)%647)+4) else Tobeniguqicak=math.floor(math.abs(math.sin(315)*2783)) end
local Bemawakedim=math.floor(math.abs(math.sin(618)*29819)) local Muqojaceholi=Bemawakedim%5 if Muqojaceholi==4 then Bufipacakux=math.floor(math.abs(math.sin(938)*4340)) else Lokelewogexip=math.floor(math.tan(337)*1045)+2 end
local Pakarobulevaq=math.floor(math.tan(386)*20496)+5 local Nihifexelizuk=Pakarobulevaq%3 if Nihifexelizuk==2 then Fulivepuruvikom=math.floor(math.tan(785)*3589)+2 else Jayuted=math.floor(math.abs(math.sin(226)*4266)) end
local Yuzihuroluj=math.floor(math.tan(107)*77212)+3 local Gatumusagixacifi=Yuzihuroluj%4 if Gatumusagixacifi==2 then Xokeki=math.floor(math.abs(math.sin(132)*15)) else Husode=math.floor(math.tan(142)*4282)+4 end
local Tafiluli=math.floor(math.abs(math.sin(64)*69291)) local Dedemevexada=Tafiluli%4 if Dedemevexada==1 then Ditekumo=math.floor((math.sqrt(17164455)%8287)+5) else Xepodivedama=math.floor((math.sqrt(4959621)%4455)+4) end
local Najeropelegatewi=math.floor(math.abs(math.sin(569)*9005)) local Verewuj=Najeropelegatewi%3 if Verewuj==1 then Cuciqedugi=math.floor(math.abs(math.sin(767)*2447)) else Yuyigef=math.floor((math.sqrt(1575069)%2511)+3) end
local Gaturiruvaq=math.floor(math.abs(math.cos(769)*4131)) local Bozifo=Gaturiruvaq%2 if Bozifo==0 then Tamutamohel=math.floor(math.tan(241)*1125)+4 else Vuguqex=math.floor(math.tan(497)*921)+1 end
local Sutago=math.floor(math.abs(math.sin(594)*99850)) local Zozurebaqomiwiy=Sutago%3 if Zozurebaqomiwiy==0 then Hatuteji=math.floor(math.abs(math.sin(259)*1739)) else Pozobu=math.floor(math.tan(83)*2392)+2 end
local Wogixajewewife=math.floor(math.abs(math.cos(928)*15945)) local Polila=Wogixajewewife%2 if Polila==0 then Howipocijejulak=math.floor(math.tan(240)*73)+5 else Vifubacukaq=math.floor((math.sqrt(8128207)%5703)+1) end
local Hamivutupal=math.floor((math.sqrt(3711612028)%121847)+1) local Yarelubaxekox=Hamivutupal%2 if Yarelubaxekox==1 then Cegemahadifi=math.floor((math.sqrt(16443104)%8111)+3) else Xoqinigenacajaw=math.floor((math.sqrt(23882790)%9775)+3) end
local Hizagi=math.floor(math.abs(math.sin(524)*14991)) local Bovenenekaholeme=Hizagi%3 if Bovenenekaholeme==0 then Tapuza=math.floor(math.tan(79)*1946)+5 else Fitacicirewol=math.floor(math.abs(math.sin(366)*4697)) end
local Huhazekinohac=math.floor((math.sqrt(3221130064)%113511)+3) local Pabazizepaxe=Huhazekinohac%2 if Pabazizepaxe==1 then Nokusokug=math.floor((math.sqrt(18896487)%8695)+2) else Yajuvuci=math.floor(math.abs(math.cos(122)*4367)) end
local Pobotujozu=math.floor(math.tan(439)*10664)+5 local Vekitolojofoy=Pobotujozu%5 if Vekitolojofoy==1 then Topuluninele=math.floor(math.abs(math.cos(613)*870)) else Lasudu=math.floor((math.sqrt(8196839)%5727)+1) end
local Cibuhohefo=math.floor(math.tan(779)*76828)+4 local Vafoyifumedasu=Cibuhohefo%3 if Vafoyifumedasu==0 then Pefabefo=math.floor(math.abs(math.sin(152)*4674)) else Jesedivecoma=math.floor((math.sqrt(18515896)%8607)+0) end
local Nozobocu=math.floor(math.abs(math.sin(186)*66124)) local Decokaqomovili=Nozobocu%3 if Decokaqomovili==1 then Zucoref=math.floor(math.tan(516)*1172)+1 else Tibanem=math.floor(math.abs(math.sin(97)*3903)) end
local Kurolixuyupo=math.floor(math.abs(math.cos(179)*58873)) local Pocacov=Kurolixuyupo%3 if Pocacov==1 then Jadeyuhozoda=math.floor(math.tan(793)*1249)+4 else Toqogequl=math.floor(math.tan(270)*652)+1 end
local Yahojas=math.floor((math.sqrt(7767073181)%176263)+5) local Jinomajijuguye=Yahojas%4 if Jinomajijuguye==3 then Bevotop=math.floor((math.sqrt(1761023)%2655)+1) else Bekahawipebeyar=math.floor(math.tan(604)*535)+2 end
local Tusoju=math.floor((math.sqrt(1439671343)%75887)+3) local Nuzelicefix=Tusoju%4 if Nuzelicefix==3 then Lofotomoc=math.floor(math.abs(math.cos(816)*1345)) else Biyaki=math.floor(math.abs(math.sin(728)*3803)) end
local Xaxiju=math.floor(math.abs(math.cos(691)*54848)) local Pofoyiwebon=Xaxiju%2 if Pofoyiwebon==0 then Qufapohepuhivoh=math.floor(math.abs(math.sin(740)*2191)) else Ruficomam=math.floor(math.abs(math.cos(209)*4826)) end
local Gakihuyub=math.floor(math.abs(math.sin(965)*7140)) local Xiyajiwi=Gakihuyub%2 if Xiyajiwi==1 then Howolowuloto=math.floor((math.sqrt(4661381)%4319)+2) else Vikacug=math.floor(math.abs(math.cos(172)*3013)) end
local Votujamoticow=math.floor(math.abs(math.sin(624)*19563)) local Fisaxatexe=Votujamoticow%2 if Fisaxatexe==1 then Xecimizej=math.floor((math.sqrt(737945)%1719)+3) else Sihelubasuke=math.floor(math.tan(648)*1234)+2 end
local Mokotuqa=math.floor(math.abs(math.sin(636)*80524)) local Guyuwe=Mokotuqa%3 if Guyuwe==1 then Lugefedotozis=math.floor(math.tan(266)*3027)+5 else Recaxezoremoc=math.floor(math.abs(math.cos(905)*4708)) end
local Jaciyugovevedex=math.floor((math.sqrt(8098380153)%179983)+4) local Tajacoxeliqed=Jaciyugovevedex%5 if Tajacoxeliqed==1 then Suriloyavogi=math.floor(math.tan(324)*4163)+4 else Zajece=math.floor(math.tan(492)*2081)+3 end
local Kidatoxer=math.floor((math.sqrt(8590138544)%185367)+5) local Famatejuduzayo=Kidatoxer%5 if Famatejuduzayo==3 then Lalaxas=math.floor(math.tan(52)*386)+1 else Rigitarex=math.floor(math.abs(math.cos(954)*1933)) end
local Gaqafo=math.floor(math.abs(math.sin(293)*66542)) local Sazeceku=Gaqafo%4 if Sazeceku==1 then Vapahebewuc=math.floor(math.tan(938)*4185)+0 else Sejuzojiyive=math.floor(math.abs(math.cos(846)*4505)) end
local Suximetiniwowabu=math.floor((math.sqrt(9625768352)%196223)+4) local Xopuvikuvoji=Suximetiniwowabu%3 if Xopuvikuvoji==2 then Saxeledepu=math.floor(math.abs(math.cos(889)*1790)) else Kokoponayoz=math.floor((math.sqrt(4190210)%4095)+4) end
local Pixoyihafugawi=math.floor(math.abs(math.sin(105)*85756)) local Paxulenegejamas=Pixoyihafugawi%2 if Paxulenegejamas==1 then Worivodusowe=math.floor(math.tan(860)*734)+5 else Nividecuc=math.floor((math.sqrt(11662231)%6831)+0) end
local Gizahocum=math.floor(math.tan(108)*7472)+2 local Wiketaxesoxufu=Gizahocum%5 if Wiketaxesoxufu==4 then Huvupa=math.floor(math.tan(264)*3323)+3 else Rupoxixecu=math.floor(math.abs(math.sin(820)*1037)) end
